text,label
tight consolidation above @numberema is quite bullish so i m stalking @stock for a potential long entry,1
wow @stock is underrated and underloved looking at stock prices i am sick that i missed this hate trade in @number @stock @stock,1
@stock had a great day on friday @stock not only had momentum it had also strong volume ong setup,1
the @stock daily chaos event is looking good green line is moving above white just like dec@number move,1
@stock long @number,1
@stock descending triangle ower highs didn t participate well in the rally it s overbought,-1
@stock back run down to @number @number area to consolidate sell off profit take,-1
@stock has missed the expectations @numberq@number @stock diluted is @number vs @number @number consensus vs @number @number whisper,-1
@stock outlier risk profile closer to @number so will be interesting to see what happens as folks exit options they ve written,-1
@stock made awesome move thru @number @number to @number @number made nice score was @stock in made nice profit all those shares sold buying back @number @number and less,1
pre market osers @stock @stock @stock @stock sod@stock @stock io @stock @stock @stockx,-1
while the new @number billion paycheck protection program is aimed at businesses with @number or fewer employees big rest http,-1
@stock to invest up to @number equity in yes bank other investors also being invited nirmala sitharaman after union cabinet meeting,1
@stock nov eport feb early release earnings next month has made major strides cab @stock,1
@user of @stock fundamentally it is extremely cheap by being priced for zero growth coming from someone who doesn t like @stock products,1
@stock here is that piece about the @numberd printed skull cap,1
@stock looking to make a move over @number looking gd i don t trade into earnings but to do after down from @number just last wk off b c @stock,1
@stock technica @stock watch ist tonight these @number stocks have the good characteristics with the market being strong,1
@stock asym tri formed up here waiting for resolution to make a trade,1
@stock has the stores and loyalty to show growing sales,1
wells fargo has faced restrictions on its balance sheet growth for more than two years the result of widespread co http,-1
@stock a solid move higher into new highs today on on strong volume,1
buying @stock @number puts for tomorrow @number @number avg,-1
@stock percolating perhaps a push above @number soon,-1
@user @stock eyes on disney knocking @number door again,1
google closes the book on eader announces july @number sunset @stock personally quite disappointed to see this service go,-1
@stock bullish signal initial confirmation pushing above the @number day average for the @numberst time since july of @number,1
@user nice @stock super ed,1
@stock zynga closes timonium video game studio in broader consolidation feb @number at @number @number ticking up in the post ong @stock,1
@stock in some lotto @number calls for next week,1
the march jobs report shows the start of a collapse that could shed all the @stock @stock jobs added by employers in the pas http,-1
@stock when was the last time you saw kmart and sears full of people,-1
@stock cracked,-1
investors want massive cuts to global oil supply as an initial measure to address the ballooning coronavirus crisis http,-1
must follow the young man @user @stock the data company not the retailer @stock new post by me,1
@stock nice upgrade and cross over @number ma,1
@stock @stock investment commences offering of @numberm shares of common stock trading thru post market highs at @number @number on dilutive news ong @stock,1
@number calls for @numberday spy and @stock makes new highs and @stock goes above @number all came to fruition market has been kind @number me,1
@stock pulling back as suspected uckily sold near @number @number res tweeted watching @number @number to get bck in,1
@stock similar pattern to @stock bull flag building keep on watch,1
yep nice may go along w @stock,1
the new federal loans and a program available for bonds issued by companies that recently lost their investment gra http,1
heard on the street food deliverers such as grubhub are dependent on the health of ailing restaurants http,-1
here at hedgestreettrading we are very on sons,1
po covering some here possible pullback to @numberish,-1
@stock over @number @number,1
i was big fan of @stock but daily and weekly very heavy now take your gains selling calls wont be ok,-1
pre market winners @stock @stock @stock tot @stock @stock @stockx @stock @stock @stock,1
@stock @stock lemme just check something real quick actually @stock anyone else notice a @number gap here,1
@user time to get out of the cloud stocks @stock @stock valuations finally coming to earth thankyou,-1
@stock becoming again interesting near multiple bottom we made lot of some days ago here,1
president trump called for infrastructure investment to be a part of a fourth congressional coronavirus relief pack http,1
in it s own secular bull market @stock the cooper companies inc bull flag daily included dogs,1
da volume decreasing looking for start of the red bar sequence,-1
znga looking to continue to add as well,1
@stock at the @numberma and lower trendline i d like it long too many traders like it short right now,-1
green weekly triangle on @stock open sell short at @number @number,-1
cox short looking good but we ll see after the bell,-1
@stock is a gift no matter how its looked at oversold undervalued @stock prices of @stock correlated with possible correction @stock,1
@stock no kidding terranova,-1
i m heavily betting into @stock for monday s earnings,1
@user brain fart in earlier post meant @stock not @stock @stock buying @stock distrib designs via itunes @stock @stock great @number @stock too,1
@stock buying long @number @number @number @number,1
@stock murdering shorts wow,1
diving in considering schwab on pullbacks thursday links spin off successes via @user @stock @stock,1
@stock breakout,1
@stock no volume no conviction bearish,-1
@stock about to go red amazing how many times that pattern can repeat over and over,-1
coronavirus has drastically altered india growth outlook says @stock amid lockdown http,-1
@stock coming off catfish buy extreme fractal buy and an orange dot buy and chaos event pwmo@number,1
@user prop trader @user you have the january affect of new inflows and new money wasn t going into @stock clearly,-1
eading stocks eading stock market @stock on down days further indication ally to continue es f @stock @stock @stock @stock @stock @stock,1
trade idea buy @stock @number @number target @number @number cut below @number @number,1
looks like target is @number @number @stock,-1
@stock vol fall on @stock possibly small sell off,-1
@stock @user option guest on bloomberg tv just said buy march @number calls too but also hedge by selling feb @number @number calls other guests @stock,-1
@user @stock short in peabody energy if goes bellow @number @number stop loss @number @number,-1
global markets rise following fresh signals that lockdowns in the @stock @stock and europe are helping slow the coronavirus http,1
@stock @number stocks ising on nusual volume,1
@stock @number @number i m in i ll ride this one a while overdone @stock,1
@stock buy em,1
out @number @number of short @stock,-1
also not very healthy fell back below @stock line after breaking it @stock weak @stock turning down,-1
@stock @number @number has technical support @number min downside with nice upside and largest shareholder wilbur oss @stock prices down caution if oss sells,1
@stock trying to be a playa,1
@stock short @number @number,-1
global markets extended gains amid early signs that lockdowns could be helping stem the coronavirus pandemic http,1
blackrock s first quarter profit fell @number http,-1
yesterday s earnings from @stock suggest a @number handle before @number,-1
@stock thinking of buying this one for swing trade @stock is huge today and breaking out above resistace,1
watch @stock under @number,-1
@stock correction thermodox is a nanosoccer ball that s anti vascular as well as anti neoplastic,1
@stock is breaking out,1
sensex down @number @number points at @number @number nifty near @number @number as markets resume trading after @number minute halt amid coronaviru http,-1
@stock what a brutal short squeeze @number i hope to see the same on @stock @stock @stock @stock @stock and so on,1
@stock @user scoop general atlantic is teaming up with veteran credit investor tripp smith to raise a fund that will provide finan,1
@stock all of all remaining calls will revisit later ooks good though,1
back in @stock long nice reaction to earnings this has the makings of a runaway measuring type gap,1
failing on a @number minute @stock apple @stock @stock fake out on daily,-1
@stock keep an eye on this triangle big short int @number reports feb @number cup handle at @stock ong,1
sensex nifty likely to open lower @stockfter @stock day s breather http,-1
@user you are here @stock,-1
the first target for @stock below @number is @number but there is room for a bigger move to @number for this value trap as long as it holds below @number,-1
isten if @stock crosses @number @number it will go,1
@stock perfect follow through day,1
@stock going to be interesting to see the pop and squeeze on jan @numberrd if we see a positive report,1
@stock @user virus related shutdowns have reduced @stock by @number with @number @numberth of that attributable to @number counties @stock @stock @stock manhattan and cook,-1
@stock really liking the scale in entry here limited downside nice upside,1
emember when microsoft was one of the world s most valuable companies and the gov t conspired to take them down apple knows now too @stock,-1
ed weekly triangle on @stock net profit @number @number @number @number @number,-1
@stock hi i m calling from my new @stockamsung @stock@number,1
another week of very high jobless claims means that april s @stock @stock unemployment report could touch levels not seen in http,-1
@user @stock is a growing cash cow with a @number p @stock by @stock @number @number @stock @stock s@stockx @stock in@stockc @stockechnology,1
nice action here all time high @stock technology @stock @stock @stock @stock @stock salesforce com,1
tip coiling like a rattlesnake long looks higher,1
@stock still not done,1
people s bank of china acquires @number stake in @stock amid markets downturn http,1
@stock so apple s true stock price is really about @number this is the starting point for understanding the company s valuation,-1
oil prices fell monday paring some of their recent rebound after a virtual summit for producers to discuss supply http,-1
elephant hunting @stock @stock @stock @stock point and figure review high risk define loss w opt,-1
@user nonstop bullish remarks on the way down non stop bearish on the way up @stock probably paper traders w real money @stock,1
the development comes as the chinese coffee chain s share price has plunged after luckin said much of its @number sale http,-1
bought a little @stock after all these hacker attacks i needed some cyber security in my portfolio,1
heard on the street fiat chrysler peugeot is one of many big mergers now offering investors the prospect of huge b http,1
di @numbermos operational cash flow @number million increases @number million vs @numbermos year ago @number increase,1
we haven t really seen markets reflect the full extent of the damage that coronavirus is having to corporate profi http,-1
@stock exactly what you want to see a follow thru day after breaking out to new highs on volume,1
mortgage relief from the coronavirus crisis is off to a rocky start http,1
@stock taking some off,1
dollar general corporation option bull buys @number @number calls betting on a @number @number up move by april earnings spec @stock,1
@stock is a buy to @number imo that s my price target for @stockeb options,1
@stock making a move to break into the gap,1
ed weekly triangle on @stock scaling p,1
@stock ooking for miss gap fill to @number,-1
@stock daily broke support last week at @number @number and the trend is down momentum indicators are oversold,-1
@stock is not necessarily kalamazoo but towns like kalamazoo they will not buy a @number burrito they don t see the value in it like i do,-1
@stock we knew these @number calls purchased yesterday were the right move @stock @stock to save their stock with a release like this temporarily,1
@stock glass is coool,1
@stock reasonably tight consolidation so far of last weeks advance,1
@stock adding a little,1
that s all folks @stock cliffs natural h @stock says much lower beep beep,-1
overheard disasters come and go human nature unfortunately stays the same http,-1
@stock @stock all the bears out of the pool,1
@stock no hype spot @number @number @number b out @number @number no resist on daily til @numbersma @number @numberish @numbersma sliding under,1
sensex nifty set for another day of mayhem amid global selloff coronavirus fear http,-1
@stock ooks like that pullback entry worked now lets see the action,1
iding fie down lots to go,-1
ed weekly triangle on @stock closed at @number @number net profit @number @number @number @number @number,-1
long @stock @number @number,1
@stock goes back above @number @number all over that short again i think i can make @number points in a week on this one,-1
@stock sorry kids but nissan siemens not getting in the mining business but have some fun buying whatever somebody is trying to unload,-1
@stock volume is strong and bullish will be higher today than yesterday already @numberm,1
complete operational normalcy to be restored in yes bank from @number pm on wednesday no worries about liquidity says p http,1
@stock still looks good but need that volume to come back to truly power on from here,1
@stock headed for @number,1
@stock nice continuation,1
@stock consolidation in progress @number done,1
@stock this action in this super strong tape not bullish,-1
@stock low of the day was @number @number arge candle wick growing downward @stock divergence downward stochastic downward divergence @stock downward,-1
bought a little @stock domestic drones are inevitable,1
@stock sold @number @number of long position,1
if you d like to gag on the new american socialism enjoy this video courtesy @stock,-1
@stock overall market is digesting yan budget,1
@stock entire body is about @number day moving average today for the first time,1
@stock another view w blue sky above,1
@stock stock is down @number from the start of the year if you are an institution do you want this on your books at the end of the month,-1
@stock nice double bottom formed scale buy here @number @number bullish,1
having worked for eric efkofsky myself i wouldn t count him out the dude can work magic in tough situations @stock,1
despite the market s recent bounce off its late march lows many investors who rely on technical analysis remain sk http,1
another day another new all time high for burger king @stock @stock is still sleeping,1
@stock added some more calls today might be good gapped down before earnings the last @number times then rose over the next two weeks,1
tec www short term stocktrading com mar@number decent trade in tec today,1
@stock get on the train to san jose now @number @number before next qtr earnings,1
beating the sports betting slump http,-1
@stock still long bulls in charge today,1
trading halted for @number minutes as markets fall @number on coronavirus jitters sensex down @number @number points at @number @number nifty http,-1
prudential liquidates @stock stake @numberst ones off ship get lifeboats,-1
global oil demand will drop by @number @number million barrels a day in @number with the sharpest contraction coming in april ami http,-1
te new short on board for utility sector,-1
nice opening strength for @stock today our long trade working nicely,1
@stock the breakout updated,1
@stock massive volume there,1
@stock holding weekly puts,-1
ovti ttm ending oct @number negative @number million operational cash flow @number decline vs yoy ttm ending oct @number,-1
posted @stock topping pattern compared to @stock yesterday those april puts are paying nice today,-1
it started ugly for @stock today even though you saw higher at open,-1
@stock @stock pat @stock update,-1
@stock moving up nicely,1
@stock the new @stock as apple bleeds on the no jobs report target @number,1
hum below @number @number was strong can get all the way back to @number and @number,-1
last minute add on to watchlist @stock,1
@stock @user popular commercial jet models have shed between @number and @number of their market value compared with the start of the year they cou,1
@user potential to make everyone a spy or a creep @stock appeals to hipsters pervs if voice cmd is as bad as siri oh no,-1
i have a feeling the last @number minutes of today s close are going to be interesting for @stock,1
despite market spook by media and the @stock going @stock calls this week,1
@stock breaking a short term downtrend line w @stock rising and @stock trying to cross above @number,1
what is @stock real estate worth if no one is buying big box space in today s market,-1
@stock daily technical indicators are bullish breakout watch over @number @number,1
fod continuing to act nicely @number @number @number @number potential target zone,1
@stock ong for trade,1
@stock it is the effect of @stock so it shod be over in half hour i m moderately bullish,-1
stalking ising channel on fi if a pullback happens to @number @number must be bought with a @number @number stop,1
@stock delivered @numberq @number adjusted earnings of @number @number per share which exceeded @numberq @number earnings by @number @number ong if beats @number @number stop loss @number @number,1
reports next wed @user @stock barclays starts at overweight,1
@stock looking like a good short failed to break price level resistance at @number today,-1
@stock trading below the box also@numberema if the bottom of the box resistance holds further downside,-1
@stock bingo it is bingo everywhere today,1
@stock on the fence if it goes under it will be a nice short with a @number dollar roll possibility target @number @number,-1
great move by guggenheim in hiring ex interim @stock of @stock,1
@stock da and @stock shorts all did well today in an up market tell s me these were good choices to short,-1
@stock @number hour nice bounce ichard,1
@user @stock this rally won t last @stock great i will sell you some @stock@number @numberputs for @number money where mouth is,1
@stock nice move above the @number and @number @stock nice base structure on a daily weekly pattern,1
foreign investors pull out rs @number @number crore from stocks so far in march set to turn net sellers after @number months http,-1
green weekly triangle on @stock net profit @number @number @number @number @number,-1
@stock b out @number @number nice base under the spot,1
@user @stock patent could pset @stock ong in @stock after beating @number @number stoploss @number @number,1
@stock big time move today breakout out of upper @stock @stock pullback consolidation won t be surprising,1
indian stocks rebound sharply but suffer worst week since @number http,-1
short @stock i still think we ve seen at least a short term top,-1
@user @stock did i miss something is there an actual reason for this movement downdraft,1
@stock @stock @stockof giddy up lotto call,1
airline revenues to plunge @number in @number on coronavirus industry body @stock http,-1
healthcare stock @stock pulled back on a bad rating but it s still technically sound,1
@stock we are back baby largest company in the world dousing myself in oil to celebrate and booking fridays daytrade,1
@stock xi pharmaceuticals @stock announces pcoming presentations,1
ooking for this to catch up to other nat gas producers like @stock bought feb @number calls @stock,1
canadian bankers expect a bond boom http,1
equity alpha ike @stock on break of trendline resistance at @number @number should retest earnings high @number,1
shot @stock @number @number,-1
@stock just @number cents until target,-1
streetwise scars from the coronavirus pandemic will persist for a generation of investors and future managers http,-1
@stock shhhhh,1
@stock nice action above the breakout,1
@stock seeing a bearish divergence forming on watch for a flush to short,-1
the big decline in oil prices has hit all three of the men s power bases at a moment when the coronavirus threatens http,-1
@stock gap bottom @number @number gap top @number @number and now firmly above resistance cloud,1
the ise of google play app annie index january @number h t @user @stock @stock,1
swing trade quick pick the @stock @stock smucker co s@stock@stock,1
ast wave of gaming consoles was released nov @number nov @number look at @stock price that year and the year after,1
on our ive broadcast we got this long signal on @stock and covered discount buy in needs push,1
heard on the street funeral providers would seem to have a reliable revenue stream in the covid @number pandemic but t http,-1
@stock this is it,-1
@stock still in swing shares still at least @numbermilion shares feeling pain and still short,1
sorry @stock the blackberryz@number is hotter than the iphone @stock,1
@stock eversal confirmed with increasing volume,1
@stock continuing move up possiby getting some bounce from @stock upgrade,1
@stock cup handle pattern the stock would confirm the pattern by breaking up through the @number @number,1
affy oversold etter is precaution not a death sentence,1
@stock a five bagger in pizza no carbs if you own domino s stock since @number the markets are magical,1
@user @user fail to see how you made money @stock buy low sell high @stock or sell high buy back lower same everywhere,1
@stock when someone eventually looks at their operational cash flow or i lack of for over @number years in any one qtr they ll call it titanic,-1
@stock b out @number @number like the base action under spot declining vol ripe for pop,1
@stock poised to break @number s,1
march exports shrink outlook grim as coronavirus hits demand http,-1
@stock tightening stop to @number @number now,1
@stock that little pop is just a taste of what the hedge funds will do when they all pile back in @stock shorts coming soon,1
@stock will make new highs soon surprisingly option premiums are very cheap,1
@stock @user the first @number wall street banks have been hired by the federal government to sort through the corona aid muck they re not w,1
@stock let put in a cup and handle before earnings,1
@stock after @number straight green days that little red bar is signal to switch tracks to red for some normal profit taking,-1
@stock a bull bought @numberk apr @numberc for up @number @number each laying out nearly @number @number million in premium,1
@stock @number on @stock conference call,-1
government may act out of fear hold back in covid fight rajiv bajaj http,-1
@stock volume is picking up again next buy when clears @number @number on volume,1
ecent breakouts in @stock @stock @stock appear to be the start of a group move still forming big cup bases @stock also on watch,1
same story different day eaders lagging aggards eading as es f fighting off bears @stock @stock @stock en @stock,-1
@stock sharing a few insight about volume is key posted video,-1
back into that frothy zone here on spy raising cash making a few selective hedges here on my @stock stocks short cog against @stock @stock @stock,-1
p poised needs over @number @number,1
ed weekly triangle on @stock scaling p,1
jcp still cracking,-1
market wrap video additions to watch ist including @stock @stock hot @stock @stock @stock,1
@stock getting close to the big gap above @stock a good indicator here,1
@stock clean up isle @number @number @number we have short sellers bleeding out everywhere,1
@stock looking very strong i would like to see a pullback staying above @number to re enter,1
@stock over @number @number,1
@stock @stock @stock struggling at the @numberdma as well @stock target about @number handles to that gap fil below,-1
ed monthly triangle on @stock scaling p,1
momentum monday post thick and deep but dont chase @stock @stock @stock,1
@stock @stock may be in play spy @stock @stock may pull back watch @stock gaz @stock @stock @stock and some accumulation on @stockx and @stockt,1
@stock chooo choo pop to bankruptcy,-1
@user @stock is rolling over and @stock is rolling up rotation time always bothered that @stock does @numberx less vol fast exit,-1
@stock out the @number @number due to the move today and the kirby on the daily around @number @number still swinging @number @number,1
@stock wants to break @number,1
new buys today from watch list all did well @stock @number sons yep @stock @stock @stock and @stock total triggers this week @number a big week,1
@stock is breaking out bullish @stock crossover,1
ed daily triangle on @stock net profit @number @number @number @number,-1
good stuff for @stock here,1
mentioned it was poised yesterday congrats big @stock @stock p @number near all time high via @user @stock,1
aise @stock to b e @number @number,1
@stock closed at the low still short from @number @number s,-1
@stock do i believe well @number tweets since @number says i do tweets w invensense mentioned,1
trade idea short after the trend break @number target @number cut above @number,-1
@user anyone know what options strikes einhorn has @stock he must be getting crushed news was he is in around @number,1
holding @stock mar @number @number puts into the weekend every intraday rally got sold into ooks like poop,-1
@stock into gap over @number @number,1
@stock breaks above its downtrend triangle pattern,1
@stock confirming the expectation other set ups that i like @stock @stock @stock etc,1
@stock why so hard to comprehend classic pump dump asset bubble after jobs died one last pay out parabolic @number back to normal stock,-1
@stock @number of float short and breaking out ouch,1
@stock a close over @number @number on volume likely would be,1
@stock still a good short if it goes under @number @number and stays there,-1
@stock more like u c than a winner but nice recovery uptrend intact,1
march gold imports hit @number @number @number year low on record price report http,-1
many companies are looking to suspend delay or shrink their contributions to employees @number k accounts to conserv http,-1
@user class action against @stock may be the reason search mohan et al v dell inc case for details,-1
@stock sell off of the day begin,-1
any day now when it gets below @number @number,-1
@user good because that is what i did today it is in a green weekly triangle since jan @number @stock,-1
@stock don t be a bagholder,-1
@stock breaks low from @number @number i m just saying even here down from @number i feel there is more stock that can be sold then money to buy it,-1
shot @stock @number @number,-1
@stock third avenue purchased @number @number million shares of @stock giving the holding a @number @number weighting in their portfolio,1
@stock keep this small cup with handle on your watch list breakout watch over @number on volume,1
@stock i agree @number pin afternoon,-1
@stock approaching @number low,-1
@stock eversal confirmed closing nicely above the @number day of @number @number also confirming today @stock @stock others i like,1
@user @stock eastman stoploss in @number @number after beating @number @number eastman stoploss en @number @number tras batir @number @number,1
afterhours most advanced @stock @stock sina @stock ope @stock @stock @stock @stock @stock @stock @stock @stock @stock,1
sensex nifty end mixed despite @stock s steep reo rate cut http,-1
@stock continues to move up nicely,1
@stock dump in progress,-1
ed weekly triangle on @stock pdating more inform on,1
are investors selling gold to cover margin calls some say that may explain a recent drop in gold prices http,-1
@stock @number is not used in @stock korea because it means death so @number is kinda like @number in korean,-1
po still some work to do needs volume on any move higher from here,1
@stock @number min short won now longs have fully added in look for a pop here with market shakeout reset,1
@stock when a company beats by @numbercents you have to seriously doubt if that is due to accounting tricks,-1
@stock insane,1
@stock long @number @number,1
@stock wow nice accumulation today heavy,1
@stock our @stock is tinkering with new idea at home about how to bring customer in be patient till you are wiped out,-1
@user @stock over @number has a measured move to @number,1
coronavirus cases rise in the @stock @stock as officials weigh when to restart the economy http,-1
im long @stock @number @number and @stock @number @number @number dividend paid today now unit cost is @number @number,1
ed daily triangle on @stock cover short position net profit @number @number @number @number @number,1
i like @stock long here,1
oil jumps on hopes for an end to the price war between saudi arabia and russia and the possibility of action from t http,1
ow @stock hit and now at resistance,1
@stock made clear at outset where invalidation was and resolve got tested immediately now in black,1
shot @stock @number @number,-1
@stock reloaded and ready to keep going up @number today i would be good with @number,1
is this the last stance of @stock before the pump and dump collapses to @number @number,-1
@stock sold @number @number position at @number @number today wanted to lighten up on stocks going into the uncertainty this week its still my largest holding,1
@stock setups @stock @stock @stock @stock @stock @stock en @stock @stock god @stock,1
@stock @stock stock,-1
weekly barely hanging onto double support area possible break this week after last week s rest,-1
big move in bonds today @number months high for @number y rate still going lower here zn f could get truly ugly if good @stock number in @stock spy @stock,1
@number stocks owned by paul tudor jones i m watching for long entries @stock @stock @stock h t @user,1
@stock might still get a flush to @number but longer term this is solid,1
tough loss but @stock still looks good knicks,1
if i can get a nice @number @number day move down in @stock i am gonna go pig wild on it traded in and out @number times already but big still waiting,1
@stock taking some off here @number @number,1
american car loan payment terms have never been so generous http,1
ed weekly triangle on @stock ong at @number @number,1
holding @number positions overnight @stock and @stock calls @stock @stock shares,1
canadian @stock ca much better choice than @stock valueinvesting,1
cup and handle setup can nibble some above @number and then @number @number,1
@stock history repeated another @stock day now look at @stock and @stock they have same exact pattern @stock float @numbermill @stock @number @number,1
@stock someone catch a leak of some news at @number @number or what,1
@stock china intensifies attacks on apple,-1
@stock is perking up despite general market weakness one of the better risk reward long setups long,1
applesoft no it was not different this time @stock,-1
@stock today on weekly @stock should pin around @number @number @number @number next week going higher as we approach march @numberth stresstest @stock,1
@stock haven t looked since selling in november nice move in dec prexmas,1
rupee edges higher to @number @number against dollar http,-1
@stock crushed @number,-1
@stock decision coming there soon expecting a break up looking at @stock @stock @stock,1
@user what time are the stress test results being released tomorrow @stock @stock @stock @stock wf@stock @number @numberpm @stock,1
@stock out half of short @numbercents,-1
@user that ife is going to turn like that @stock just did if @stock continues red similar pattern,-1
@stock ong @number @number trailing stop @number @number from @number prior stops of @number @number @number @number @number @number @number @number @number @number and @number @number,1
@stock short medium term trend is down next major support is at @number @number its @number day @stock,-1
while the world was waiting for apple to remake the television industry netflix beat them to the punch @stock @stock,1
the gap fill at @number @number for @stock is certain this is where ride the profits thesis gets tested,-1
as long as it doesn t cross the @number @number fibonacci evel the short is valid @stock,-1
@stock over @number @number,1
@user @stock @stock @stock @number crash is near,-1
@stock will enter on confirmation tomorrow looking great no pos yet,1
@stock corn on a run bears getting the cob @stock,1
@stock @number here we come @stock blowout,-1
@stock being sat on at @number @number by large sell blocks maybe some people need out of shorts,1
@user is @stock ripe for shorting yet looking for that @number @number drop it happens in a second with the goog low vol,1
equity alpha @stock is our fav short opp no growth this year high valuation short under @number @number,-1
really having some anger boil over for missing @stock short on the gap today not gonna chase,-1
@stock emember last friday in the last @number minutes @stock collapsing,-1
watchlist for today @stock @stock @stock @stock @stock @stock,1
@stock ouch,-1
@stock march @number puts in @stock credit of @number @number if put to me i buy shares net cost @number @number if not i keep @number @number win win,1
@user @stock who is gonna trade in their watch for an iwatch what if your watch was actually an iphone,1
@stock there are a lot of supports here smas i just bot few shares at @number @number falling on low volume,1
@stock want more march calls,1
short @stock and @stock,-1
@stock new multi yr highs,1
india s place in global markets is at stake in virus response http,-1
ed weekly triangle on @stock pdating,1
coronavirus pandemic can affect economic activity in india shaktikanta das http http,-1
@stock there is no heavy volume to take this higher most likely it will continue to break support,-1
@stock full year @number revs @number @stock @number vs @number,1
@stock same pattern as @stock developed at @number @number will start buying a position for the next move up this one is not done by any means,1
in about @number minutes some yutz in his @number s will leak @stock earnings at some firm that should not exist deep in the bowels of wall street,1
with thousands of flights grounded @stock @stock airlines are burning through cash @stockelling miles to their credit card part http,-1
@stock sees inflation falling below @number as covid @number outbreak threatens demand http,-1
p see what happened from october to dec that slide well it going to happen again on this historic rise wait for the red then start shorts,-1
@stock boom sha ka laka via @user,1
@stock now @number glass ceiling @number @number rejecting both @number and now @number @number,-1
@stock @number @number short float,1
sensex falls over @number points nifty below @number @number in early trade tracking weakness in global markets amid coronavirus http,-1
@stock looks ready to go really tight range last few days,1
the daily shot freight recession deepens http,-1
market wrap video additions to watch ist including @stock @stock end @stock @stock @stock @stock @stock,1
@stock @stock wins on functionality loses on cost service @number q s of deferred rev declines back end loaded estimates tough bar for @numberq @number @number,-1
@stock aggressive put buying in feb options,-1
@stock daily thx for the heads up @user,1
green weekly triangle on @stock scaling down,-1
@stock holding up well could see much higher prices by year end,1
look at those last @number candles on @stock this thing is coiled so tight it s ready to run again,1
@stock also looks like it has an upwards reversal in the making here,1
after hours most advanced @stock @stock io @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock,1
@stock scaling down at @number @number,1
@stock bingo,-1
@user krisanti that is why i had mentioned that @stock sent a reminder to @stock,-1
@stock keeping a nice consolidation should make a big move soon @stock @stock turning up,1
@stock long @number @number @number @number target @number @number @number @number,1
@stock trying to bounce here @number @numberish @numberst tgt,1
fio nothing but air under stock until @number @number @number @number,-1
@stock is breaking out,1
@user @stock @number reports that @stock has signed the online gaming bill,1
@user @stock @stockoot ocker increases quarterly dividend @number to @number @number per share ong if beats @number @number stop loss @number @number,1
the dow industrials just wrapped up their sixth worst quarter on record the second quarter didn t start much bette http,-1
blackstone is investing @number billion in alnylam giving the massachusetts biotech company the cash it needs to bring http,1
aapl daily broke downtrend from closing prices now w v pattern back in play @number target,1
@stock put call ratio @number @number,1
@stock q@number @number operational cash flow @numbermillion down from @numbermil in q@number @number decline q@number vs q@number,-1
british american tobacco is an awkward fit among the pharmaceutical and biotech firms seeking a new coronavirus vac http,1
@stock @stock joy down they go @stock,-1
ssys statement of cash flow still a secret no mention of operational cash on @stock no analyst asked about cash flow either in q @stock oh well,-1
@user @stock nice movement,1
from @user hess has two proposed plans for unlocking value and either looks promising for investors @stock,1
heard on the street norwegian air could succeed in its last ditch effort to survive the coronavirus crisis but wi http,1
@stock wants @number @number s comin,1
@user @stock @stock etail dont get stuck holding google bag like you did aapl google a sucker high here @number @number the vol fast fall,-1
@stock bank of america buy now before dividend increases thursday @number @numberpm,1
short term bearish on @stock as it now goes parabolic above the upper band of it s uptrend channel,-1
the gold silver ratio has had a big run up in recent weeks some traders see an opportunity http,1
@stock @user please ignore the i saw the coronavirus coming here s what s next stuff and read my latest for @user instead htt,1
@stock watching this channel closely already at @number vol slightly above average,1
@stock should be a good swing trade on move above @number with @stock,1
@stock lets squeeze @number short,1
clearlake capital has raised more than @number billion for new flagship fund http,1
@stock what the analysts are saying,1
@stock watch for inverse h s @numberdays@numbercover,1
@stock look at this channel hugging @number for last @number days outside @number big pop and drop,1
@stock ascending triangle original target @number extension @stock feb @numberth @number @number position swing,1
@user @stock sorry this e r is not good and i m not saying just because i have puts nice wide guidance kitty cat,-1
@stock possible short to gap close if it cant hold @number,-1
@stock watching @number @stock flag,1
@stock breaking @number min trend,1
@user fascinating email chain between @user and einhorn debating the merits of @stock preferreds,1
@stock moving stop tighter after seeing reaction to resistance,1
wow not good for @stock @stock @user sales for the nook were down @number over the holidays,-1
the latest stock rally reflects optimism about the end of the economic paralysis but investors have little perspec http,1
@user u didn t miss it if it is still going lower @stock,-1
@stock is oversold here,1
green weekly triangle on @stock net profit @number @number @number @number @number,1
@stock breakout back test right here would be a good entry point for anyone interested in this name,1
@stock the buy is on @number @number,-1
@stock tested the high today n it failed unless hmary in@numbermin,-1
@user anyone like @stock ooks bullish here needs a little volume and we have lift off,1
@stock @number lot bid in the weekly @numberc at @number @number @number delta could temporarily push stock up or create support,1
possible new shorts @stock @stock @stock @stock @stock @stock @stock @stock,-1
@stock someone got a margin call on this move craziness in the market towards the close spy @stock @stock could not break through mon s high,-1
@stock on watch list above small flag on volume of @number of ave full day so good volume,1
@stock look interesting at this priced after @stock @stock @stock bought @number @number @number stocks on @number @number @number,1
@stock breakout watch above @number @number,1
@stock @stock @number @number is a question of day from now,1
demand for breast implants at all time highs good or bad for economy @stock old wallstrip too,1
@stock possible breakdown tomorrow,-1
millions of americans are entering old age saddled with mortgages the burden will likely get heavier as the corona http,-1
@stock and @stock two failing companies joining to fail as one,-1
@stock btw i am not a buyer here i already own a lot i will add on pullback i think there is a point in the future where this rockets,1
@stock added to small cap @number @number short int cheap valuation though growth via acquisitions @stock @number @number,1
